gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b0911,9.044565440664407,9.798199911188973,9.997080822174073,11.201384492686069,10.569373307342854,10.267557948528108
b3098,10.506289142771946,9.961046447679328,9.50551841108537,10.556938003235036,9.928262287666605,10.870972523610869
b4240,7.078254961509853,7.132052954530961,6.644277460425573,11.56827519827979,11.969955556551762,6.487147554011858
b4314,9.503916117043095,9.768394521191587,9.878530022164632,10.694063472024707,10.224472197076006,11.015481654113112
b2872,11.05304500364148,10.586978879468395,11.293544553767052,3.3218102817111363,9.753993834695251,8.68547709581236
b2243,10.938351559248089,10.700030238199666,10.639864161404912,7.325421575525435,10.206659194591706,9.665617428163236
b0726,10.739134172387216,10.504509156304495,9.753342621499657,10.59085544245147,8.332368615262952,10.520326659568854
b3962,11.126751991063559,11.029940880256282,10.873295490499398,8.80535172120718,7.555228031405942,8.997764676684481
b0437,10.424742175323285,10.350008148541734,10.29673381157596,10.165582666569769,10.104294159334854,10.101314449883581
b3231,8.28380542951433,9.125153789342678,9.967829237183434,11.356443590034887,10.7822602343272,9.943381330194253
b2904,10.382499317400596,10.42901838821555,10.292905000410979,9.538859469747086,10.162307590687629,10.243663227796587
b3164,10.262065596729855,10.222887723675669,10.111457708008368,9.92335830304064,10.643512774902156,9.91023916052274
b1824,10.611300622951724,10.26801282801901,10.255359664659272,9.239340461773464,10.557649787209877,9.842925220037174
b2925,10.172260896457072,10.242722447726361,9.973392327166797,10.19480585516214,10.22490439707472,10.314594406315736
b2905,10.531398327709104,10.722404307624124,10.464689748158651,9.094643168876484,9.803965953074398,9.919214409536238
b1189,11.27389630182522,10.849856953039932,10.158247864598456,9.737208854036213,6.693506386183139,9.073555250401926
b2288,10.56916110961617,10.35330405810908,10.152404802889123,10.039765296183228,9.71985044890764,10.100513821122727
b0178,9.674423681938928,9.960135446977409,9.915003310529531,10.296368713001074,10.521552473462421,10.4919587608376
b3314,7.277854518757836,8.532542112830226,9.288017364391349,12.021049772827414,10.190124131127964,8.720838016893111
b0741,8.963246868216448,9.789109412182166,9.987387657194658,11.002293771414497,10.357654302677929,10.133538440774503
b2899,10.842528308999418,10.714396397931763,10.674365476800004,8.37616097301728,9.01272271037825,9.555451791888993
b1641,10.331452342846086,10.22006122587613,10.295654918914224,9.821264272171316,9.925860289396503,10.127667755968393
b3736,9.347605520254055,10.14342270384829,10.074150976245821,10.967140133035151,9.66851123212419,10.018851612144584
b3315,7.081756176664592,8.172620678141483,9.168054827453439,12.005419626808047,10.276358847277452,8.501453089668985
